ID,Categoría,Nombre,Costo,Proveedor,Unidad,Control de Stock,Stock,Merma
333,Salsas alitas,Zarzamora Chipotle - L Sirope,58.0,,L,Si,1.0,
118,Sazonadores,"Catsup Generica / Mr Wings, Members",26.65,Sam's Club,kg,Si,-92.553,3.0
168,Sazonadores,Catsup sin azucar,50.0,,L,No,3.8,
357,Sazonadores,FLAMING,0.0,SABRITAS,kg,Si,,
167,Sazonadores,Queso parmesano,728.0,Aurrera,kg,Si,6.085,3.0
356,Sazonadores,RAMEN Z,0.0,SABRITAS,unid.,Si,,0.0
17,Sazonadores,Sazonador adobo Cajún En Polvo - Bolsa 1 Kg,260.0,Mr Wings,kg,Si,-0.025,
191,Sazonadores,Sazonador Cheese,0.0,,kg,Si,,
169,Sazonadores,Sazonador Fuego,420.0,,kg,Si,0.1,
16,Sazonadores,Sazonador Lemon Pepper - Bolsa 1 Kg,200.64,Mr Wings,kg,Si,-2.02,
111,Semillas y Fruta Seca,Duraznos en almibar,55.88,3B,kg,Si,-1.218,10.0
54,Semillas y Fruta Seca,Granillo chocolate,128.0,La Casa del Cheff,kg,Si,-0.115,7.0
70,Semillas y Fruta Seca,Nuez Kg,236.0,TD Empaques,kg,Si,0.955,7.0
275,Snacks y Postres,Chocolate Baileys - Turin Pza,6.01,DULCERIA LA ESPECIAL,unid.,Si,-123.0,
282,Snacks y Postres,Conejito - Turín,7.56,Sigma Foodservice,unid.,Si,-13.0,
273,Snacks y Postres,Kinder delice pastelito - Ferrero 39g,10.49,DULCERIA LA ESPECIAL,unid.,Si,-20.0,
274,Snacks y Postres,Kit Kat - Nestlé 41.5g,14.15,DULCERIA LA ESPECIAL,unid.,Si,-5.0,
277,Snacks y Postres,M&M mini,2.3,DULCERIA LA ESPECIAL,unid.,Si,39.0,
291,Snacks y Postres,Oreo mini - bolsa 226g,151.74,NORIS,kg,Si,-1.696,
276,Snacks y Postres,Wafer sticks avellana - Marian 100 pza,88.3,DULCERIA LA ESPECIAL,unid.,Si,206.27,3.0
290,Snacks y Postres,Wafer sticks fresa - Marian 65 pza,63.6,NORIS,unid.,Si,80.0,3.0
231,Tisanas,Tisana Amore Mio Kg - Mig,762.12,MIG,kg,Si,0.0,7.0
232,Tisanas,Tisana Mora Azul Kg - Mig,695.13,MIG,kg,Si,0.963,7.0
265,Toppings,Almendra fileteada,300.0,Casa del Chef,kg,Si,1.625,3.0
297,Toppings,Canela en polvo,0.0,,kg,Si,0.5,
264,Toppings,Chispas Chocolate - Herseys 1kg,330.0,Casa del Chef,kg,Si,-1.005,3.0
271,Toppings,Chocolate Ferrero - 1 pza,10.02,Sam's Club,unid.,Si,-149.0,
280,Toppings,Gomitas mango - SanSabor 1 kg,93.0,DULCERIA LA ESPECIAL,kg,Si,-0.066,5.0
289,Toppings,Gomitas ositos - Cuanda 1kg,93.0,DULCERIA LA ESPECIAL,kg,Si,-1.643,5.0
279,Toppings,Gomitas sandia - SanSabor 1 kg,93.0,DULCERIA LA ESPECIAL,kg,Si,-0.96,5.0
292,Toppings,Granillo Halloween,0.0,Casa del Chef,kg,Si,0.107,7.0
270,Toppings,Nutella 1kg,195.0,DULCERIA LA ESPECIAL,kg,Si,-2.153,3.0
134,Tortillería y Panadería,Bolillo,2.0,Aurrera,unid.,Si,,
120,Tortillería y Panadería,CUERNITO,7.0,,unid.,No,,
131,Tortillería y Panadería,Totopos,35.0,Aurrera,kg,Si,,7.0
