ID Grupo modificador,Titulo,Producto,Precio,Máxima cantidad
47,,LEMON PEPPER SALSA G,5.0,1.0
47,,QUESO CHEDAR SAZONADOR G,5.0,1.0
100,Elige el sabor de tu arizona,ARIZONA KIWI FRESA,0.0,1.0
100,Elige el sabor de tu arizona,ARIZONA MANGO,0.0,1.0
100,Elige el sabor de tu arizona,ARIZONA SANDIA,0.0,1.0
94,,CHAMOYADA 14 OZ,17.0,1.0
94,,CHAMOYADA 16 OZ,34.0,1.0
57,,FAPPÉ DE AGUA 14 OZ (CH),0.0,1.0
57,,FRAPPÉ  16OZ,10.0,1.0
6,,FRAPPÉ 14 OZ (CH),0.0,1.0
6,,FRAPPÉ 16 OZ (G),10.0,1.0
28,,DONITAS GATUNAS 14PZA,40.0,1.0
28,,DONITAS GATUNAS 8PZA,25.0,1.0
15,Tamaño de tus papas,PAPAS FRITAS - CORTE RECTO - CH (170g),29.0,1.0
15,Tamaño de tus papas,PAPAS FRITAS - CORTE RECTO G (350g),50.0,1.0
15,Tamaño de tus papas,PAPAS FRITAS - CORTE RECTO J (500g),60.0,1.0
15,Tamaño de tus papas,PAPAS FRITAS - CORTE RECTO M (270g),35.0,1.0
33,Elija el tipo de Leche,BASE AGUA BOBAH TEA,0.0,1.0
33,Elija el tipo de Leche,LECHE DESLACTOSADA BOBAH TEA,12.0,1.0
33,Elija el tipo de Leche,LECHE ENTERA BOBAH TEA,0.0,1.0
36,Tipo de leche,LECHE DESLACTOSADA,12.0,1.0
36,Tipo de leche,LECHE ENTERA,0.0,1.0
17,,LECHE DESLACTOSADA,12.0,1.0
17,,LECHE ENTERA,0.0,1.0
93,,LECHE DESLACTOSADA,12.0,1.0
93,,LECHE ENTERA,0.0,1.0
52,,LECHE DESLACTOSADA,12.0,1.0
52,,LECHE ENTERA,0.0,1.0
2,Agrega tus toppings,CAJETA - Toppings crepa,12.0,
2,Agrega tus toppings,CHOCOLATE LIQ HERSEY - Toppings crepa,12.0,
2,Agrega tus toppings,CREMA BATIDA - Toppings crepa,12.0,
2,Agrega tus toppings,CREMA PASTELERA - Toppings crepa,12.0,
2,Agrega tus toppings,GALLETA OREO - Toppings crepa,12.0,
2,Agrega tus toppings,LECHERA - Toppings crepa,12.0,
2,Agrega tus toppings,MAPPLE - Toppings crepa,12.0,
2,Agrega tus toppings,MERMELADA CEREZA NEGRA - Toppings crepa,12.0,
2,Agrega tus toppings,MERMELADA DE ZARZAMORA - Toppings crepa,12.0,
2,Agrega tus toppings,MERMELADA FRESA - Toppings crepa,12.0,
2,Agrega tus toppings,MERMELADA FRUTOS ROJOS - Toppings crepa,12.0,
2,Agrega tus toppings,NUTELLA - Toppings crepa,0.0,
2,Agrega tus toppings,"No, gracias",0.0,1.0
2,Agrega tus toppings,PHILADELPHIA - Toppings crepa,12.0,
79,,AZÚCAR GLASS - Decoración crepa,0.0,1.0
79,,CANELA - Decoración Crepa,0.0,1.0
79,,Chispas,0.0,1.0
79,,Nuez,0.0,1.0
95,Has tu bobah Granizado,FRAPPE DE AGUA,15.0,1.0
95,Has tu bobah Granizado,NO APLICA,0.0,1.0
