Id.,Categoría,Nombre,Disponibilidad,Unidad,Stock,Unidad.1,Stock Mínimo,Unidad.2,Proveedor,Costo unitario,Costo total
253,Salsas alitas,Louisiana Salsa - L -Hot Bull,3.7,L,3.7,L,,,Maprica,78.76,291.412
76,Salsas alitas,Mango Guajillo Salsa - L Sirope,2.1,L,2.1,L,1.0,L,TD Empaques,58.0,121.8
252,Salsas alitas,Mango Habanero Salsa - L Custom Culinary,8.37,L,8.37,L,,,Maprica,83.15,695.9655
13,Salsas alitas,Mango Habanero Salsa - L Mr Wings,0.0,L,-5.88,L,,,Mr Wings,57.11,
9,Salsas alitas,Mango Hot Salsa - L Mr Wings,0.0,L,-0.06,L,,,Mr Wings,60.53,
11,Salsas alitas,Oriental Teriyaki Salsa - L Mr Wings,0.65,L,0.65,L,,,Mr Wings,68.42,44.473
21,Salsas alitas,Original Hot Salsa - L Mr Wings,0.0,L,-0.12,L,,,Mr Wings,52.63,
94,Salsas alitas,Pelon Pero Rico Salsa - L Sirope,2.4,L,2.4,L,1.0,L,TD Empaques,58.0,139.2
362,Salsas alitas,PIÑA GUAJILLO,,,,,,,,0.0,
15,Salsas alitas,Ranch Aderezo - L,0.0,L,-15.638,L,2.0,L,Mr Wings,65.85,
332,Salsas alitas,Salsa Chetos - L Sirope,1.0,L,1.0,L,,,,58.0,58.0
28,Salsas alitas,Salsa para Alitas RedHot Buffalo L,0.0,L,-16.83,L,,,Sam's Club,58.73,
331,Salsas alitas,Salsa Ranchertios - L Sirope,1.0,L,1.0,L,,,,58.0,58.0
330,Salsas alitas,Tamarindo  3 chiles - L Sirope,1.0,L,1.0,L,,,,58.0,58.0
19,Salsas alitas,Tamarindo Natural Salsa - L Mr Wings,0.0,L,-1.77,L,,,Mr Wings,71.05,
333,Salsas alitas,Zarzamora Chipotle - L Sirope,1.0,L,1.0,L,,,,58.0,58.0
118,Sazonadores,"Catsup Generica / Mr Wings, Members",0.0,kg,-92.553,kg,,,Sam's Club,26.65,
357,Sazonadores,FLAMING,,,,,,,SABRITAS,0.0,
167,Sazonadores,Queso parmesano,6.085,kg,6.085,kg,,,Aurrera,728.0,4429.88
356,Sazonadores,RAMEN Z,,,,,,,SABRITAS,0.0,
17,Sazonadores,Sazonador adobo Cajún En Polvo - Bolsa 1 Kg,0.0,kg,-0.025,kg,,,Mr Wings,260.0,
191,Sazonadores,Sazonador Cheese,,,,,,,,,
169,Sazonadores,Sazonador Fuego,0.1,kg,0.1,kg,,,,420.0,42.0
16,Sazonadores,Sazonador Lemon Pepper - Bolsa 1 Kg,0.0,kg,-2.02,kg,1.0,kg,Mr Wings,200.64,
111,Semillas y Fruta Seca,Duraznos en almibar,0.0,kg,-1.218,kg,,,3B,55.88,
54,Semillas y Fruta Seca,Granillo chocolate,0.0,kg,-0.115,kg,0.05,kg,La Casa del Cheff,128.0,
70,Semillas y Fruta Seca,Nuez Kg,0.955,kg,0.955,kg,0.05,kg,TD Empaques,236.0,225.38
275,Snacks y Postres,Chocolate Baileys - Turin Pza,0.0,unid.,-123.0,unid.,,,DULCERIA LA ESPECIAL,6.01,
282,Snacks y Postres,Conejito - Turín,0.0,unid.,-13.0,unid.,,,Sigma Foodservice,7.56,
273,Snacks y Postres,Kinder delice pastelito - Ferrero 39g,0.0,unid.,-20.0,unid.,5.0,unid.,DULCERIA LA ESPECIAL,10.49,
274,Snacks y Postres,Kit Kat - Nestlé 41.5g,0.0,unid.,-5.0,unid.,,,DULCERIA LA ESPECIAL,14.15,
277,Snacks y Postres,M&M mini,39.0,unid.,39.0,unid.,,,DULCERIA LA ESPECIAL,2.3,89.7
291,Snacks y Postres,Oreo mini - bolsa 226g,0.0,kg,-1.696,kg,,,NORIS,151.74,
276,Snacks y Postres,Wafer sticks avellana - Marian 100 pza,206.27,unid.,206.27,unid.,,,DULCERIA LA ESPECIAL,88.3,18213.641
290,Snacks y Postres,Wafer sticks fresa - Marian 65 pza,80.0,unid.,80.0,unid.,,,NORIS,63.6,5088.0
231,Tisanas,Tisana Amore Mio Kg - Mig,0.0,kg,0.0,kg,,,MIG,762.12,
232,Tisanas,Tisana Mora Azul Kg - Mig,0.963,kg,0.963,kg,,,MIG,695.13,669.41019
265,Toppings,Almendra fileteada,1.625,kg,1.625,kg,,,Casa del Chef,300.0,487.5
297,Toppings,Canela en polvo,0.5,kg,0.5,kg,,,,,
264,Toppings,Chispas Chocolate - Herseys 1kg,0.0,kg,-1.005,kg,,,Casa del Chef,330.0,
271,Toppings,Chocolate Ferrero - 1 pza,0.0,unid.,-149.0,unid.,8.0,unid.,Sam's Club,10.02,
280,Toppings,Gomitas mango - SanSabor 1 kg,0.0,kg,-0.066,kg,,,DULCERIA LA ESPECIAL,93.0,
289,Toppings,Gomitas ositos - Cuanda 1kg,0.0,kg,-1.643,kg,,,DULCERIA LA ESPECIAL,93.0,
279,Toppings,Gomitas sandia - SanSabor 1 kg,0.0,kg,-0.96,kg,,,DULCERIA LA ESPECIAL,93.0,
292,Toppings,Granillo Halloween,0.107,kg,0.107,kg,0.05,kg,Casa del Chef,,
270,Toppings,Nutella 1kg,0.0,kg,-2.153,kg,,,DULCERIA LA ESPECIAL,195.0,
134,Tortillería y Panadería,Bolillo,,,,,,,Aurrera,2.0,
131,Tortillería y Panadería,Totopos,,,,,,,Aurrera,35.0,
