Id.,Categoría,Código,Nombre,Disponibilidad,Unidad,Stock,Unidad.1,Stock Mínimo,Unidad.2,Proveedor,Costo unitario,Costo total
300,SALSAS BONELESS,,Opcional Genérico,,,,,,,,,
293,SALSAS BONELESS,,ORIGINAL HOT SALSA CH,0.0,unid.,,,,,Mr Wings,,
340,SALSAS BONELESS,,ORIGINAL HOT SALSA G,0.0,unid.,,,,,Mr Wings,,
818,SALSAS BONELESS,,RANCHERITOS SALSA CH,,,,,,,,,
819,SALSAS BONELESS,,RANCHERITOS SALSA G,,,,,,,,,
814,SALSAS BONELESS,,RUFFLESS QUESO SALSA CH,,,,,,,,,
815,SALSAS BONELESS,,RUFFLESS QUESO SALSA G,,,,,,,,,
651,SALSAS BONELESS,,SAZONADOR FUEGO,0.0,unid.,0.0,unid.,,,,420.0,
289,SALSAS BONELESS,,TAMARINDO SALSA CH,0.0,unid.,,,,,Mr Wings,,
342,SALSAS BONELESS,,TAMARINDO SALSA G,0.0,unid.,,,,,Mr Wings,,
675,SALSAS BONELESS,,ZARZAMORA CHIPOTLE SALSA CH,,,,,,,,,
676,SALSAS BONELESS,,ZARZAMORA CHIPOTLE SALSA G,,,,,,,,,
844,Snacks Gatunos,,BANDERILLA COREANA,,,,,,,SABRITAS,,
637,Snacks Gatunos,,BLUEBERRY - POCKY 40g,0.0,unid.,0.0,unid.,2.0,unid.,DOKSURI,,
476,Snacks Gatunos,,BUBBLE GUM COLA,0.0,unid.,-14.0,unid.,,,Asiaon Mart,11.96,
439,Snacks Gatunos,,BUBBLE GUM DURAZNO,0.0,unid.,0.0,unid.,,,Asiaon Mart,11.04,
474,Snacks Gatunos,,BUBBLE GUM MANGO,0.0,unid.,0.0,unid.,,,Asiaon Mart,11.96,
475,Snacks Gatunos,,BUBBLE GUM UVA,0.0,unid.,0.0,unid.,,,Asiaon Mart,11.96,
177,Snacks Gatunos,,CAJETA MINI DONAS 14PZ,4.0,unid.,,,,,,,
184,Snacks Gatunos,,CAJETA MINI DONAS 8PZ,3.0,unid.,,,,,,,
178,Snacks Gatunos,,CHOCOLATE MINI DONAS 14PZ,,,,,,,,,
185,Snacks Gatunos,,CHOCOLATE MINI DONAS 8PZ,,,,,,,,,
636,Snacks Gatunos,,CHOCOLATE - POCKY 40g,0.0,unid.,-3.0,unid.,2.0,unid.,DOKSURI,41.2,
179,Snacks Gatunos,,CREMA PASTELERA MINI DONAS 14PZ,,,,,,,,,
186,Snacks Gatunos,,CREMA PASTELERA MINI DONAS 8PZ,,,,,,,,,
822,Snacks Gatunos,DED3,DEDOS DE QUESO 3 PZA,0.0,unid.,,,,,,,
327,Snacks Gatunos,DON14,DONITAS GATUNAS 14PZA,0.0,unid.,,,,,,,
317,Snacks Gatunos,DON8,DONITAS GATUNAS 8PZA,0.0,unid.,,,,,,,
180,Snacks Gatunos,,FRESA MINI DONAS 14PZ,,,,,,,,,
187,Snacks Gatunos,,FRESA MINI DONAS 8PZ,,,,,,,,,
830,Snacks Gatunos,,GOMITAS UVA - ORION,,,,,,,,33.0,
835,Snacks Gatunos,,JALAPEÑO RELLENO 8PZA,12.0,unid.,,,,,,,
834,Snacks Gatunos,,JALAPEÑO RELLENOS 3PZ,32.0,unid.,,,,,,,
764,Snacks Gatunos,,LUNETAS M&M's - Decoración crepa,39.0,unid.,,,,,,,
181,Snacks Gatunos,,MAPPLE MINI DONAS 14PZ,,,,,,,,,
188,Snacks Gatunos,,MAPPLE MINI DONAS 8PZ,,,,,,,,,
310,Snacks Gatunos,,MINI PIZZA - 4 QUESOS,11.0,unid.,,,,,Sam's Club,26.9,
196,Snacks Gatunos,,MINI PIZZA - PEPERONI,0.0,unid.,,,,,Sam's Club,26.9,
823,Snacks Gatunos,,MOCHI CHOCOLATE 180g,,,,,,,,71.0,
690,Snacks Gatunos,,MOCHI DURAZNO - ROYAL FAMILY,,,,,,,,,
726,Snacks Gatunos,,MOCHI FRAMBUESA - ROYAL F,0.0,unid.,-1.0,unid.,,,,72.0,
680,Snacks Gatunos,,MOCHI FRESA - ROYAL,0.0,unid.,-2.0,unid.,,,,66.0,
689,Snacks Gatunos,,MOCHI MANGO 132g - ROYAL FAMILY,,,,,,,ML - TOYO FOODS,66.0,
688,Snacks Gatunos,,MOCHI NATILLA LIMON - ROYAL,,,,,,,,,
827,Snacks Gatunos,,MOCHI PAY DE QUESO 180g,,,,,,,MERCADO LIBRE,75.0,
825,Snacks Gatunos,,MOCHI TIRAMISUO 180g,,,,,,,,71.0,
826,Snacks Gatunos,,MOCHI VAINILLA 120g,,,,,,,MERCADO LIBRE,,
824,Snacks Gatunos,,MOCHI VAINILLA 180g,,,,,,,MERCADO LIBRE,71.0,
714,Snacks Gatunos,MUN12,MUNCHERS - PALOMITAS DE PAPA - 12 PZA,0.0,unid.,,,,,,,
715,Snacks Gatunos,MUNC_6,MUNCHERS - PALOMITAS DE PAPA - 6 PZA,0.0,unid.,,,,,,,
346,Snacks Gatunos,,NUEZ - Decoración crepa,86.0,unid.,,,,,,,
182,Snacks Gatunos,,NUTELLA MINI DONAS 14PZ,0.0,unid.,,,,,,,
189,Snacks Gatunos,,NUTELLA MINI DONAS 8PZ,0.0,unid.,,,,,,,
201,Snacks Gatunos,,ORIGINAL PEPERO,0.0,unid.,-3.0,unid.,2.0,unid.,,,
781,Snacks Gatunos,,PAPAS FRITAS - CORTE GAJO 270g,0.0,unid.,,,,,,,
782,Snacks Gatunos,,PAPAS FRITAS - CORTE GAJO 380g,0.0,unid.,,,,,,,
783,Snacks Gatunos,,PAPAS FRITAS - CORTE GAJO 500g,0.0,unid.,,,,,,,
415,Snacks Gatunos,PAP_CH,PAPAS FRITAS - CORTE RECTO - CH (170g),0.0,unid.,,,,,,,
417,Snacks Gatunos,PAP_G,PAPAS FRITAS - CORTE RECTO G (350g),0.0,unid.,,,,,,,
418,Snacks Gatunos,PAP_J,PAPAS FRITAS - CORTE RECTO J (500g),0.0,unid.,,,,,,,
416,Snacks Gatunos,PAP_M,PAPAS FRITAS - CORTE RECTO M (270g),0.0,unid.,,,,,,,
809,Snacks Gatunos,,PIZZA M - HAWAIANA,4.0,unid.,4.0,unid.,,,SABRITAS,35.1,140.4
810,Snacks Gatunos,,PIZZA M - PEPPERONI,0.0,unid.,-1.0,unid.,,,Sigma Foodservice,34.03,
635,Snacks Gatunos,,STRAWBERRY - POCKY 40g,1.0,unid.,1.0,unid.,2.0,unid.,DOKSURI,,
869,Snacks Gatunos,,YOUS PUYAGI JELLYS UVA,,,,,,,,,
868,Snacks Gatunos,,YOUUS PUYANGI ORIGINAL,,,,,,,,0.0,
183,Snacks Gatunos,,ZARZAMORA MINI DONAS 14PZ,,,,,,,,,
190,Snacks Gatunos,,ZARZAMORA MINI DONAS 8PZ,,,,,,,,,
83,Sodas Explosivas,,BUBALOO - Sodas explosivas,0.0,unid.,,,,,,,
763,Sodas Explosivas,,CEREZA Perlas explosivas,,,,,,,,,
81,Sodas Explosivas,,CEREZA - Sodas explosivas,,,,,,,,,
93,Sodas Explosivas,,CHICLE - Perlas Explosivas,,,,,,,,,
82,Sodas Explosivas,,CHICLE - Sodas explosivas,,,,,,,,,
304,Sodas Explosivas,,CHOCOLATE Perlas explosivas,,,,,,,,,
449,Sodas Explosivas,,DURAZNO - Sodas explosivas,,,,,,,,,
84,Sodas Explosivas,,FRAMBUESA - Sodas explosivas,,,,,,,,,
94,Sodas Explosivas,,FRESA Perlas Explosivas,0.0,unid.,-133.0,unid.,,,,,
85,Sodas Explosivas,,FRESA - Sodas explosivas,,,,,,,,,
98,Sodas Explosivas,,KIWI Perlas explosivas,,,,,,,,,
86,Sodas Explosivas,,KIWI - Sodas explosivas,,,,,,,,,
99,Sodas Explosivas,,LITCHI Perlas explosivas,,,,,,,,,
87,Sodas Explosivas,,LITCHI - Sodas explosivas,,,,,,,,,
96,Sodas Explosivas,,MANGO Perlas explosivas,,,,,,,,,
88,Sodas Explosivas,,MANGO - Sodas explosivas,,,,,,,,,
95,Sodas Explosivas,,MANZANA VERDE Perlas explosivas,,,,,,,,,
90,Sodas Explosivas,,MANZANA VERDE - Sodas explosivas,,,,,,,,,
91,Sodas Explosivas,,MARACUYA - Sodas explosivas,,,,,,,,,
97,Sodas Explosivas,,MORA AZUL - Perlas explosivas,,,,,,,,,
89,Sodas Explosivas,,MORA AZUL - Sodas explosivas,,,,,,,,,
92,Sodas Explosivas,,SANDÍA - Sodas explosivas,,,,,,,,,
316,Sodas Explosivas,SOD,SODA EXPLOSIVA,0.0,unid.,,,,,,,
100,Sodas Explosivas,,YOGURTH Perlas explosivas,,,,,,,,,
138,Té's,,CANELA MANZANA TÉ´S,,,,,,,,,
321,Té's,,FRUTOS ROJOS TÉ'S,,,,,,,,,
137,Té's,,FUSIÓN HERBAL TÉ´S,,,,,,,,,
136,Té's,,HIERBABUENA TÉ´S,,,,,,,,,
134,Té's,,LIMÓN TÉ´S,,,,,,,,,
135,Té's,,MANZANILLA TÉ´S,,,,,,,,,
