ID,Categoría,Subcategoría,Código,Nombre del articulo,Descripción,Tipo de articulo,Precio,Costo,Proveedor,Activo,Favorito,Control de Stock,Stock,Margen,Contiene modificadores,Permitir vender solo,Posición,SKU,Nombre de variante,GTIN
361,Boneless Y Alitas,SALSAS BONELESS,,FRESA SPICY SALSA CH,,Alimentos y bebidas preparados,0,3.48,,Si,No,Si,,-3.48,No,No,23800000,,,
364,Boneless Y Alitas,SALSAS BONELESS,,FRESA SPICY SALSA G,,Alimentos y bebidas preparados,0,5.22,,Si,No,Si,,-5.22,No,No,24100000,,,
363,Boneless Y Alitas,SALSAS BONELESS,,JALAPEÑO SPICY SALSA CH,,Alimentos y bebidas preparados,0,3.48,,Si,No,Si,,-3.48,No,No,24000000,,,
367,Boneless Y Alitas,SALSAS BONELESS,,JALAPEÑO SPICY SALSA G,,Alimentos y bebidas preparados,0,5.22,,Si,No,Si,,-5.22,No,No,24400000,,,
382,Boneless Y Alitas,SALSAS BONELESS,,KRAZY HOT SALSA CH,,Alimentos y bebidas preparados,0,4.4052,,Si,No,Si,,-4.4052,No,No,25900000,,,
383,Boneless Y Alitas,SALSAS BONELESS,,KRAZY HOT SALSA G,,Alimentos y bebidas preparados,0,6.6078,,Si,No,Si,,-6.6078,No,No,26000000,,,
352,Boneless Y Alitas,SALSAS BONELESS,,LEMON PEPPER SAZONADOR CH,,Alimentos y bebidas preparados,5,6.6,Mr Wings,Si,No,Si,,-1.6,No,No,23100000,,,
353,Boneless Y Alitas,SALSAS BONELESS,,LEMON PEPPER SAZONADOR G,,Alimentos y bebidas preparados,10,9.9,,Si,No,Si,,0.1,No,No,23200000,,,
735,Boneless Y Alitas,SALSAS BONELESS,,LOUISIANA SALSA CH,,Alimentos y bebidas preparados,0,4.7256,,Si,No,Si,,-4.7256,No,No,59900000,,,
360,Boneless Y Alitas,SALSAS BONELESS,,MANGO GUAJILLO SALSA CH,,Alimentos y bebidas preparados,0,3.48,,Si,No,Si,,-3.48,No,No,23700000,,,
365,Boneless Y Alitas,SALSAS BONELESS,,MANGO GUAJILLO SALSA G,,Alimentos y bebidas preparados,0,5.22,,Si,No,Si,,-5.22,No,No,24200000,,,
296,Boneless Y Alitas,SALSAS BONELESS,,MANGO HABANERO SALSA CH,,Alimentos y bebidas preparados,0,3.4266,Mr Wings,Si,No,Si,,-3.4266,No,No,18100000,,,
336,Boneless Y Alitas,SALSAS BONELESS,,MANGO HABANERO SALSA G,,Alimentos y bebidas preparados,0,5.1399,Mr Wings,Si,No,Si,,-5.1399,No,No,21700000,,,
733,Boneless Y Alitas,SALSAS BONELESS,,MANGO HABANERO X2 SALSA CH,,Alimentos y bebidas preparados,0,5.8134,,Si,No,Si,,-5.8134,No,No,59700000,,,
734,Boneless Y Alitas,SALSAS BONELESS,,MANGO HABANERO X2 SALSA G,,Alimentos y bebidas preparados,0,8.7201,,Si,No,Si,,-8.7201,No,No,59800000,,,
292,Boneless Y Alitas,SALSAS BONELESS,,MANGO HOT SALSA CH,,Alimentos y bebidas preparados,0,3.6318,Mr Wings,Si,No,Si,,-3.6318,No,No,17700000,,,
337,Boneless Y Alitas,SALSAS BONELESS,,MANGO HOT SALSA G,,Alimentos y bebidas preparados,0,5.4477,Mr Wings,Si,No,Si,,-5.4477,No,No,21800000,,,
329,Boneless Y Alitas,SALSAS BONELESS,,MEZCAT SALSA CH,,Alimentos y bebidas preparados,0,4.4208,Mr Wings,No,No,Si,,-4.4208,No,No,21000000,,,
338,Boneless Y Alitas,SALSAS BONELESS,,MEZCAT SALSA G,,Alimentos y bebidas preparados,0,6.6312,Mr Wings,No,No,Si,,-6.6312,No,No,21900000,,,
294,Boneless Y Alitas,SALSAS BONELESS,,NARANJA CHIPOTLE SALSA CH,,Alimentos y bebidas preparados,0,4.263,Mr Wings,No,No,Si,,-4.263,No,No,17900000,,,
339,Boneless Y Alitas,SALSAS BONELESS,,NARANJA CHIPOTLE SALSA G,,Alimentos y bebidas preparados,0,6.3945,Mr Wings,No,No,Si,,-6.3945,No,No,22000000,,,
300,Boneless Y Alitas,SALSAS BONELESS,,Opcional Genérico,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,Si,22100000,,,
293,Boneless Y Alitas,SALSAS BONELESS,,ORIGINAL HOT SALSA CH,,Alimentos y bebidas preparados,0,3.1578,Mr Wings,Si,No,Si,,-3.1578,No,No,17800000,,,
340,Boneless Y Alitas,SALSAS BONELESS,,ORIGINAL HOT SALSA G,,Alimentos y bebidas preparados,0,6.3156,Mr Wings,Si,No,Si,,-6.3156,No,No,22200000,,,
445,Boneless Y Alitas,SALSAS BONELESS,,PELONRICO GATUNO SALSA CH,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,Si,31300000,,,
446,Boneless Y Alitas,SALSAS BONELESS,,PELONRICO GATUNO SALSA G,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,Si,31400000,,,
299,Boneless Y Alitas,SALSAS BONELESS,,Producto Genérico,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,Si,22300000,,,
535,Boneless Y Alitas,SALSAS BONELESS,,SALSA BRAVA CH,,Alimentos y bebidas preparados,0,,,No,No,Si,,,No,No,40200000,,,
534,Boneless Y Alitas,SALSAS BONELESS,,SALSA BRAVA G,,Alimentos y bebidas preparados,0,,,No,No,Si,,,No,No,40100000,,,
651,Boneless Y Alitas,SALSAS BONELESS,,SAZONADOR FUEGO,,Alimentos y bebidas preparados,0,420,,Si,No,Si,0,-420,No,No,51800000,,,
297,Boneless Y Alitas,SALSAS BONELESS,,SRIRACHA SALSA CH,,Alimentos y bebidas preparados,0,6.279,Mr Wings,No,No,Si,,-6.279,No,No,18200000,,,
341,Boneless Y Alitas,SALSAS BONELESS,,SRIRACHA SALSA G,,Alimentos y bebidas preparados,0,9.4185,Mr Wings,No,No,Si,,-9.4185,No,No,22400000,,,
289,Boneless Y Alitas,SALSAS BONELESS,,TAMARINDO SALSA CH,,Alimentos y bebidas preparados,0,4.263,Mr Wings,Si,No,Si,,-4.263,No,No,17400000,,,
342,Boneless Y Alitas,SALSAS BONELESS,,TAMARINDO SALSA G,,Alimentos y bebidas preparados,0,6.3945,Mr Wings,Si,No,Si,,-6.3945,No,No,22500000,,,
675,Boneless Y Alitas,SALSAS BONELESS,,ZARZAMORA CHIPOTLE SALSA CH,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,54200000,,,
676,Boneless Y Alitas,SALSAS BONELESS,,ZARZAMORA CHIPOTLE SALSA G,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,54300000,,,
621,Chamoyadas,,,Chamoyada Fresa Sandía,,Alimentos y bebidas preparados,72,,,No,No,No,,,No,No,48800000,,,
619,Chamoyadas,,,Chamoyada Mango,,Alimentos y bebidas preparados,72,,,No,No,No,,,No,No,48600000,,,
622,Chamoyadas,,,Chamoyada Maracuyá,,Alimentos y bebidas preparados,72,,,No,No,No,,,No,No,48900000,,,
620,Chamoyadas,,,Chamoyada Picafresa,,Alimentos y bebidas preparados,72,,,No,No,No,,,No,No,48700000,,,
746,COMBOS,,,COMBO COREAN,,Alimentos y bebidas preparados,100,,,Si,No,Si,,,Si,Si,61000000,,,
654,Comida Asiática,Alimentos en bolsa,,PREPARADO LLEVAR,,Alimentos y bebidas preparados,15,2.2978,,Si,No,No,,12.7022,No,No,52100000,,,
355,Comida Asiática,Alimentos en bolsa,,RAMEN CARBONARA - BULDAK,,Alimentos y bebidas preparados,65,27.6,ML - TOYO FOODS,Si,No,Si,,37.4,Si,Si,10125000,,,
434,Comida Asiática,Alimentos en bolsa,,RAMEN CHAPAGETTI - NONGSHIM,"Versión de Nongshim de los fideos Jjajangmyun, un plato de fideos inmensamente popular en Corea.",Alimentos y bebidas preparados,60,32.2,Asiaon Mart,No,No,Si,0,27.8,No,Si,30200000,,,
691,Comida Asiática,Alimentos en bolsa,,RAMEN CHEESE - OTTOGI,,Alimentos y bebidas preparados,60,40,,Si,No,Si,,20,Si,Si,55800000,,,
441,Comida Asiática,Alimentos en bolsa,,RAMEN CREAM CARBONARA - BULDAK,,Alimentos y bebidas preparados,65,39,DOKSURI,Si,No,Si,,26,Si,Si,30900000,,,
655,Comida Asiática,Alimentos en bolsa,,RAMEN CURRY - BULDAK,,Alimentos y bebidas preparados,60,29,,Si,No,Si,,31,No,Si,52200000,,,
195,Comida Asiática,Alimentos en bolsa,,RAMEN HABANERO LIMON - BULDAK,,Alimentos y bebidas preparados,60,33.33,ML - TOYO FOODS,No,No,Si,,26.67,Si,Si,13500000,,,
193,Comida Asiática,Alimentos en bolsa,,RAMEN HOT CHICKEN 2X - BULDAK,,Alimentos y bebidas preparados,65,39,,Si,No,Si,,26,Si,Si,13700000,,,
358,Comida Asiática,Alimentos en bolsa,,RAMEN HOT CHICKEN 3X - BULDAK,,Alimentos y bebidas preparados,65,35,,Si,No,Si,,30,Si,Si,13750000,,,
192,Comida Asiática,Alimentos en bolsa,,RAMEN HOT CHICKEN - BULDAK,,Alimentos y bebidas preparados,65,39.93,ML - TOYO FOODS,Si,No,Si,,25.07,Si,Si,13600000,,,
194,Comida Asiática,Alimentos en bolsa,,RAMEN HOT CHICKEN CHEESE - BULDAK,,Alimentos y bebidas preparados,60,29.95,,Si,No,Si,,30.05,Si,Si,13800000,,,
639,Comida Asiática,Alimentos en bolsa,,RAMEN HOT PEPPER - BULDAK,,Alimentos y bebidas preparados,60,35,Asiaon Mart,Si,No,Si,,25,Si,Si,50600000,,,
458,Comida Asiática,Alimentos en bolsa,,RAMEN JIN - OTTOGI,,Alimentos y bebidas preparados,60,24,,No,No,Si,,36,Si,Si,32600000,,,
440,Comida Asiática,Alimentos en bolsa,,RAMEN JIN SPICY - OTTOGI,,Alimentos y bebidas preparados,60,30,DOKSURI,No,No,Si,0,30,No,Si,30800000,,,
646,Comida Asiática,Alimentos en bolsa,,RAMEN JJAJANG - BULDAK,,Alimentos y bebidas preparados,60,32,,Si,No,Si,,28,Si,Si,51300000,,,
670,Comida Asiática,Alimentos en bolsa,,RAMEN KIMCHI - BULDAK,,Alimentos y bebidas preparados,60,35,,Si,No,Si,,25,Si,Si,53700000,,,
648,Comida Asiática,Alimentos en bolsa,,RAMEN KIMCHI - OTTOGI,,Alimentos y bebidas preparados,60,24,,Si,No,Si,,36,Si,Si,51500000,,,
739,Comida Asiática,Alimentos en bolsa,,RAMEN KIMCHI - PALDO,,Alimentos y bebidas preparados,65,33.25,Asiaon Mart,Si,No,Si,,31.75,Si,Si,60300000,,,
425,Comida Asiática,Alimentos en bolsa,,RAMEN KIMCHI - SAMYANG,,Alimentos y bebidas preparados,60,30,,Si,No,Si,,30,Si,Si,21050000,,,
447,Comida Asiática,Alimentos en bolsa,,RAMEN LOVELY HOT CHICKEN - BULDAK,,Alimentos y bebidas preparados,65,36,ML - TOYO FOODS,Si,No,Si,,29,Si,Si,31500000,,,
457,Comida Asiática,Alimentos en bolsa,,RAMEN QUATTRO CHEESE - BULDAK,,Alimentos y bebidas preparados,65,39,,Si,No,Si,,26,Si,Si,32500000,,,
443,Comida Asiática,Alimentos en bolsa,,RAMEN ROSÉ - BULDAK,,Alimentos y bebidas preparados,65,35,DOKSURI,Si,No,Si,,30,Si,Si,31100000,,,
357,Comida Asiática,Alimentos en bolsa,,RAMEN SAMYANG ORIGINAL - SAMYANG,,Alimentos y bebidas preparados,60,38.64,Asiaon Mart,Si,No,Si,,21.36,Si,Si,19825000,,,
356,Comida Asiática,Alimentos en bolsa,,RAMEN SHIN KIMCHI - NONGSHIM,,Alimentos y bebidas preparados,60,35,,No,No,Si,0,25,No,Si,18600000,,,
191,Comida Asiática,Alimentos en bolsa,,RAMEN SHIN RAMYUN - NONGSHIM,,Alimentos y bebidas preparados,60,38.75,,Si,No,Si,,21.25,Si,Si,13900000,,,
444,Comida Asiática,Alimentos en bolsa,,RAMEN TOMATO HOT CHICKEN - BULDAK,,Alimentos y bebidas preparados,60,35,,Si,No,Si,,25,Si,Si,31200000,,,
442,Comida Asiática,Alimentos en bolsa,,RAMEN YAKISOBA HOT CHICKEN -BULDAK,,Alimentos y bebidas preparados,60,34,DOKSURI,Si,No,Si,,26,Si,Si,31000000,,,
428,Comida Asiática,Alimentos en bolsa,,TTEOKBOKKI BULDAK - ORIGINAL,Combina el delicioso sabor de su salsa picante con el tradicional pastel de arroz,Alimentos y bebidas preparados,100,63,,No,No,Si,4,37,No,Si,29600000,,,
431,Comida Asiática,Alimentos en bolsa,,TTEOKBOKKI CJ BIBIGO - 125 g HOT & SPICY,"Pastelitos de arroz bañados en una deliciosa salsa picante sazonada con sal, ajo y especias, contiene leche y soja.",Alimentos y bebidas preparados,90,54.28,,No,No,Si,1,35.72,No,Si,29900000,,,
433,Comida Asiática,Alimentos en bolsa,,TTEOKBOKKI CJ BIBIGO - 125 G SWEET & SPICY,"Pastelitos de arroz bañados en una deliciosa salsa dulce y picante sazonada con sal, ajo y especias, contiene leche y soja.",Alimentos y bebidas preparados,90,54.28,Asiaon Mart,No,No,Si,2,35.72,No,Si,30100000,,,
430,Comida Asiática,Alimentos en bolsa,,TTEOKBOKKI CJ BIBIGO - 360 g HOT & SPICY,"Pastelitos de arroz bañados en una deliciosa salsa picante sazonada con sal, ajo y especias, contiene leche y soja.",Alimentos y bebidas preparados,110,98.44,,No,No,Si,10,11.56,No,Si,29800000,,,
432,Comida Asiática,Alimentos en bolsa,,TTEOKBOKKI CJ BIBIGO - 360 g Sweet & Spicy,"Pastelitos de arroz bañados en una deliciosa salsa dulce y picante sazonada con sal, ajo y especias, contiene leche y soja.",Alimentos y bebidas preparados,110,98.44,Asiaon Mart,No,No,Si,3,11.56,No,Si,30000000,,,
354,Comida Asiática,Alimentos preparados,,PREPARADO LOCAL,,Alimentos y bebidas preparados,15,,,Si,No,No,,,No,No,6800000,,,
647,Comida Asiática,Alimentos preparados,,TEST RAMEN PREPARADO,,Alimentos y bebidas preparados,5,,,No,No,Si,,,No,No,51400000,,,
429,Comida Asiática,Alimentos preparados,TTE,TTEOKBOKKI PREPARADO,"Pastelitos de arroz bañados en una deliciosa salsa picante sazonada con sal, ajo y especias, contiene leche y soja.",Alimentos y bebidas preparados,90,,,No,No,No,,,Si,Si,29700000,,,
349,Crepas,Crepas Especiales,CRE_CT,CONEJITO TURIN CREPA,,Alimentos y bebidas preparados,70,27.0896174,,Si,No,Si,,42.9103826,No,Si,22800000,,,
160,Crepas,Crepas Especiales,CRE_F,FERRERO CREPA,,Alimentos y bebidas preparados,70,37.8227174,,Si,No,Si,,32.1772826,No,Si,5900000,,,
766,Crepas,Crepas Especiales,CREP_KBUE,KINDER BUENO - CREPA,,Alimentos y bebidas preparados,75,33.7580174,,Si,No,Si,,41.2419826,Si,Si,63000000,,,
752,Crepas,Crepas Especiales,CREP_KDEL,KINDER DELICE - CREPA,,Alimentos y bebidas preparados,70,26.0280174,,Si,No,Si,,43.9719826,Si,Si,61600000,,,
161,Crepas,Crepas Especiales,CRE_K,KIT KAT CREPA,,Alimentos y bebidas preparados,70,11.2496174,,Si,No,Si,,58.7503826,No,Si,8100000,,,
755,Crepas,Crepas Gatunas,,ALMENDRAS - Decoración crepa,,Alimentos y bebidas preparados,5,4.5,,Si,No,Si,,0.5,No,Si,61900000,,,
159,Crepas,Crepas Gatunas,,¡ARMA LA TUYA!,,Alimentos y bebidas preparados,32,,,No,No,Si,,,Si,No,900000,,,
541,Crepas,Crepas Gatunas,,AZÚCAR GLASS - Decoración crepa,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,40800000,,,
757,Crepas,Crepas Gatunas,CREP_CAJ,CAJETA - CREPA,,Alimentos y bebidas preparados,35,8.4696174,,Si,No,Si,,26.5303826,Si,Si,62100000,,,
150,Crepas,Crepas Gatunas,,CAJETA - Toppings crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,1600000,,,
540,Crepas,Crepas Gatunas,,CANELA - Decoración Crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,40700000,,,
176,Crepas,Crepas Gatunas,,CHAMPIÑONES CREPA,,Alimentos y bebidas preparados,15,75.68,,Si,No,Si,,-60.68,No,No,3000000,,,
482,Crepas,Crepas Gatunas,,CHISPAS DE CHOCOLATE - Decoración crepa,,Alimentos y bebidas preparados,0,4.95,,Si,No,Si,,-4.95,No,No,34900000,,,
166,Crepas,Crepas Gatunas,,CHOCOBANANA,,Alimentos y bebidas preparados,40,,,No,No,Si,,,No,Si,3600000,,,
152,Crepas,Crepas Gatunas,,CHOCOLATE LIQ HERSEY - Toppings crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,3800000,,,
765,Crepas,Crepas Gatunas,,CHOCOMENTAS - Decoración crepa,,Alimentos y bebidas preparados,0,1.27358,,Si,No,Si,,-1.27358,No,No,62900000,,,
762,Crepas,Crepas Gatunas,CREP_CBAT,CREMA BATIDA - CREPA,,Alimentos y bebidas preparados,35,8.4696174,,Si,No,Si,,26.5303826,Si,Si,62600000,,,
754,Crepas,Crepas Gatunas,,CREMA BATIDA - Toppings crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,61800000,,,
761,Crepas,Crepas Gatunas,CREP_PAST,CREMA PASTELERA - CREPPA,,Alimentos y bebidas preparados,35,,,Si,Si,Si,,,No,Si,62500000,,,
153,Crepas,Crepas Gatunas,,CREMA PASTELERA - Toppings crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,5300000,,,
162,Crepas,Crepas Gatunas,CRE_2,CREPA 2 INGREDIENTES,,Alimentos y bebidas preparados,40,,,No,No,No,,,No,No,4900000,,,
517,Crepas,Crepas Gatunas,,Crepa Conejito Turín,,Alimentos y bebidas preparados,85,,,No,No,No,,,No,Si,38400000,,,
350,Crepas,Crepas Gatunas,CRE_DU,CREPA DULCE,,Alimentos y bebidas preparados,25,23.6487,,No,No,Si,,1.3513,Si,Si,22900000,,,
515,Crepas,Crepas Gatunas,,Crepa dulce 1 ingrediente,,Alimentos y bebidas preparados,55,,,No,No,No,,,No,Si,38200000,,,
512,Crepas,Crepas Gatunas,,Crepa dulce 3 ingredientes,,Alimentos y bebidas preparados,75,,,No,No,No,,,No,Si,37900000,,,
526,Crepas,Crepas Gatunas,,Crepa Kit Kat,,Alimentos y bebidas preparados,85,,,No,No,No,,,No,Si,39300000,,,
359,Crepas,Crepas Gatunas,CRE_SA,CREPA SALADA,,Alimentos y bebidas preparados,55,11.2496174,,Si,Si,Si,,43.7503826,Si,Si,23600000,,,
489,Crepas,Crepas Gatunas,,DURAZNOS EN ALMIBAR - Fruta crepa,,Alimentos y bebidas preparados,17,,,Si,No,Si,,,No,No,35600000,,,
172,Crepas,Crepas Gatunas,,FRESA - Fruta crepa,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,6100000,,,
749,Crepas,Crepas Gatunas,,FRUTOS ROJOS - Fruta crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,61300000,,,
756,Crepas,Crepas Gatunas,,GALLETA OREO - Toppings crepa,,Alimentos y bebidas preparados,10,6.0696,,Si,No,Si,,3.9304,No,No,62000000,,,
174,Crepas,Crepas Gatunas,,HAWAIANA CREPA,,Alimentos y bebidas preparados,15,,,Si,No,Si,,,No,No,7300000,,,
685,Crepas,Crepas Gatunas,,HAWAIANA CREPIZZA,,Alimentos y bebidas preparados,15,,,Si,No,Si,,,No,Si,55200000,,,
171,Crepas,Crepas Gatunas,,HELADO COOKIES & CREAM,,Alimentos y bebidas preparados,20,,,No,No,Si,,,No,No,7400000,,,
168,Crepas,Crepas Gatunas,,HELADO DE CHOCOLATE,,Alimentos y bebidas preparados,20,,,No,No,Si,,,No,No,7500000,,,
169,Crepas,Crepas Gatunas,,HELADO DE FRESA,,Alimentos y bebidas preparados,20,,,No,No,Si,,,No,No,7600000,,,
170,Crepas,Crepas Gatunas,,HELADO DE VAINILLA,,Alimentos y bebidas preparados,20,,,No,No,Si,,,No,No,7700000,,,
758,Crepas,Crepas Gatunas,CREP_NUT,LECHERA - CREPA,,Alimentos y bebidas preparados,35,8.4696174,,Si,Si,Si,,26.5303826,Si,Si,62200000,,,
155,Crepas,Crepas Gatunas,,LECHERA - Toppings crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,8700000,,,
759,Crepas,Crepas Gatunas,CREP_MAP,MAPPLE - CREPA,,Alimentos y bebidas preparados,35,8.4696174,,Si,No,Si,,26.5303826,No,Si,62300000,,,
151,Crepas,Crepas Gatunas,,MERMELADA CEREZA NEGRA - Toppings crepa,,Alimentos y bebidas preparados,0,1.476,,Si,No,Si,,-1.476,No,No,2500000,,,
158,Crepas,Crepas Gatunas,,MERMELADA DE ZARZAMORA - Toppings crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,15800000,,,
750,Crepas,Crepas Gatunas,,MERMELADA FRESA - Toppings crepa,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,61400000,,,
751,Crepas,Crepas Gatunas,,MERMELADA FRUTOS ROJOS - Toppings crepa,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,61500000,,,
748,Crepas,Crepas Gatunas,CRE_NUT,NUTELLA - CREPA,,Alimentos y bebidas preparados,37,11.0496174,,Si,Si,Si,,25.9503826,Si,Si,61200000,,,
156,Crepas,Crepas Gatunas,,NUTELLA - Toppings crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,11600000,,,
157,Crepas,Crepas Gatunas,,PHILADELPHIA CREPA,,Alimentos y bebidas preparados,0,2.78,,No,No,Si,,-2.78,No,No,13000000,,,
760,Crepas,Crepas Gatunas,CREP_PHI,PHILADELPHIA - CREPA,,Alimentos y bebidas preparados,35,0,,Si,Si,Si,,35,No,Si,62400000,,,
164,Crepas,Crepas Gatunas,,PHILADELPHIA / NUTELLA,,Alimentos y bebidas preparados,40,,,No,No,Si,,,No,Si,13100000,,,
384,Crepas,Crepas Gatunas,,PHILADELPHIA - Toppings crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,26100000,,,
173,Crepas,Crepas Gatunas,,PLATANO - Fruta crepa,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,13400000,,,
525,Crepas Saladas,,,Crepa de Champiñones,,Alimentos y bebidas preparados,95,,,No,No,No,,,No,Si,39200000,,,
175,Crepas Saladas,,,PEPPERONI CREPIZZA,,Alimentos y bebidas preparados,15,27.1916,,Si,No,Si,,-12.1916,No,No,5600000,,,
664,DECORACIONES,,,Dragon Fruit - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,53100000,,,
767,DECORACIONES,,,GRANILLO HALLOWEEN,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,Si,63100000,,,
658,Desayunos,,,BOWL FRUTL DEL DIA,,Alimentos y bebidas preparados,45,,,Si,No,No,,,No,Si,52500000,,,
659,Desayunos,,,BOWL GRIEGO FRUTAL,,Alimentos y bebidas preparados,40,,,Si,No,No,,,No,Si,52600000,,,
539,Desayunos,,,CAFÉ S,,Alimentos y bebidas preparados,15,,,Si,No,No,,,No,Si,40600000,,,
528,Desayunos,,CHILA,CHILAQUILES,,Alimentos y bebidas preparados,50,,,No,No,Si,,,Si,No,39500000,,,
529,Desayunos,,CHIL_CH,CHILAQUILITOS CHICOS,,Alimentos y bebidas preparados,54.98,40.772594,,Si,Si,Si,,14.207406,Si,Si,39600000,,,
530,Desayunos,,CHIL_G,CHILAQUILITOS GRANDES,,Alimentos y bebidas preparados,64.98,30.647,,Si,Si,Si,,34.333,Si,Si,39700000,,,
537,Desayunos,,,CUERNITO DULCE,,Alimentos y bebidas preparados,35,7,,Si,No,Si,,28,No,Si,40400000,,,
536,Desayunos,,,CUERNITO SALADO,,Alimentos y bebidas preparados,35,20.57375,,Si,No,Si,,14.42625,No,Si,40300000,,,
533,Desayunos,,,GRATINADOS,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,40000000,,,
538,Desayunos,,,HOTCAKES 3PZ,,Alimentos y bebidas preparados,50,,,Si,No,Si,,,No,Si,40500000,,,
532,Desayunos,,,HUEVO EXTRA,,Alimentos y bebidas preparados,10,2.89,,Si,No,Si,,7.11,No,No,39900000,,,
531,Desayunos,,,POLLO EXTRA,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,39800000,,,
668,Desayunos,,,SALSA ROJA CHILAQUILES,,Alimentos y bebidas preparados,0.01,,,Si,No,No,,,No,No,53500000,,,
667,Desayunos,,,SALSA VERDE CHILAQUILES,,Alimentos y bebidas preparados,0,14.394594,,Si,No,No,,-14.394594,No,No,53400000,,,
630,Desayunos,,,SANDWICH 3 QUESOS,,Alimentos y bebidas preparados,30,65.606,,Si,No,Si,,-35.606,No,Si,49700000,,,
631,Desayunos,,,SANDWICH JAMÓN,,Alimentos y bebidas preparados,25,,,Si,No,Si,,,No,Si,49800000,,,
632,Desayunos,,,SINCRONIZADAS 3PZ,,Alimentos y bebidas preparados,40,,,Si,No,Si,,,No,Si,49900000,,,
626,EXTRAS,,,Aderezo Ranch (Chico),,Alimentos y bebidas preparados,15,,,No,No,No,,,No,Si,49300000,,,
627,EXTRAS,,,Aderezo Ranch (Mediano),,Alimentos y bebidas preparados,30,,,No,No,No,,,No,Si,49400000,,,
742,EXTRAS,,,AJONJOLÍ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,60600000,,,
743,EXTRAS,,,CHILE QUEBRADO (CHILE SECO),,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,60700000,,,
741,EXTRAS,,,HUEVO DURO,,Alimentos y bebidas preparados,15,,,Si,No,Si,,,No,No,60500000,,,
740,EXTRAS,,,HUEVO ESTRELLADO,,Alimentos y bebidas preparados,15,,,Si,No,Si,,,No,No,60400000,,,
674,EXTRAS,,,NO APLICA,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,54100000,,,
587,Frappés Gatunos,,,Frappé Gatuno Algodón de Azúcar,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,45400000,,,
588,Frappés Gatunos,,,Frappé Gatuno Bayleys,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,45500000,,,
589,Frappés Gatunos,,,Frappé Gatuno Cereza,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,45600000,,,
592,Frappés Gatunos,,,Frappé Gatuno Chai Manzana Canela,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,45900000,,,
591,Frappés Gatunos,,,Frappé Gatuno Chai Miel,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,45800000,,,
590,Frappés Gatunos,,,Frappé Gatuno Chai Vainilla,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,45700000,,,
595,Frappés Gatunos,,,Frappé Gatuno Choco Cereza,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,46200000,,,
593,Frappés Gatunos,,,Frappé Gatuno Chocolate,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,46000000,,,
594,Frappés Gatunos,,,Frappé Gatuno Chocolate Blanco,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,46100000,,,
596,Frappés Gatunos,,,Frappé Gatuno Conejito Turín,,Alimentos y bebidas preparados,109,,,No,No,No,,,No,Si,46300000,,,
597,Frappés Gatunos,,,Frappé Gatuno Ferrero,,Alimentos y bebidas preparados,109,,,No,No,No,,,No,Si,46400000,,,
598,Frappés Gatunos,,,Frappé Gatuno Horchata,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,46500000,,,
