ID,Categoría,Subcategoría,Código,Nombre del articulo,Descripción,Tipo de articulo,Precio,Costo,Proveedor,Activo,Favorito,Control de Stock,Stock,Margen,Contiene modificadores,Permitir vender solo,Posición,SKU,Nombre de variante,GTIN
20,Bebidas Gatunas,Frappé's Gatunos,,CHEESECAKE FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,3100000,,,
19,Bebidas Gatunas,Frappé's Gatunos,,CHOCO AVELLANA FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,3400000,,,
454,Bebidas Gatunas,Frappé's Gatunos,,CHOCOCEREZA FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,No,,,No,No,32200000,,,
18,Bebidas Gatunas,Frappé's Gatunos,,CHOCOLATE BLANCO FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,4000000,,,
17,Bebidas Gatunas,Frappé's Gatunos,,CHOCOLATE FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,4300000,,,
77,Bebidas Gatunas,Frappé's Gatunos,,CONEJITO TURÍN FRAPPÉ,,Alimentos y bebidas preparados,20,15.84,,Si,No,Si,,4.16,No,No,5000000,,,
78,Bebidas Gatunas,Frappé's Gatunos,,COOKIES & CREAM (OREO) FRAPPÉ,,Alimentos y bebidas preparados,25,9.1044,,Si,No,Si,,15.8956,No,No,5100000,,,
305,Bebidas Gatunas,Frappé's Gatunos,,CREMA BATIDA,,Alimentos y bebidas preparados,0,7.802,,Si,No,Si,,-7.802,No,No,18900000,,,
79,Bebidas Gatunas,Frappé's Gatunos,,FERRERO FRAPPÉ,,Alimentos y bebidas preparados,35,15,,Si,No,Si,,20,No,No,5700000,,,
13,Bebidas Gatunas,Frappé's Gatunos,,FRAPPÉ 14 OZ (CH),,Alimentos y bebidas preparados,0,0,,Si,No,Si,,0,No,No,16900000,,,
285,Bebidas Gatunas,Frappé's Gatunos,,FRAPPÉ 16 OZ (G),,Alimentos y bebidas preparados,10,19.0195,,Si,No,Si,,-9.0195,No,No,16800000,,,
522,Bebidas Gatunas,Frappé's Gatunos,,Frappé' Bobah,,Alimentos y bebidas preparados,79,,,No,No,No,,,No,Si,38900000,,,
15,Bebidas Gatunas,Frappé's Gatunos,,FRAPPÉ CHAI VAINILLA,,Alimentos y bebidas preparados,10,,,No,No,Si,,,No,No,2900000,,,
283,Bebidas Gatunas,Frappé's Gatunos,FRAPPE,FRAPPÉ GATUNO,Refrescante bebida con una variedad de sabores deliciosos.,Alimentos y bebidas preparados,45,1.6125,,Si,Si,Si,,43.3875,Si,Si,16700000,,,
725,Bebidas Gatunas,Frappé's Gatunos,,FRESA - CHAMOYADA,,Alimentos y bebidas preparados,40,0.438,,Si,No,Si,,39.562,Si,Si,58900000,,,
412,Bebidas Gatunas,Frappé's Gatunos,,FRUTOS ROJOS FRAPPE,,Alimentos y bebidas preparados,67,,,Si,No,Si,,,No,No,28200000,,,
708,Bebidas Gatunas,Frappé's Gatunos,,GANSITO FRAPPE,,Alimentos y bebidas preparados,17,,,Si,No,Si,,,No,No,57200000,,,
22,Bebidas Gatunas,Frappé's Gatunos,,HORCHATA FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,8000000,,,
407,Bebidas Gatunas,Frappé's Gatunos,,JAVA CHIPS FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,5800000,,,
303,Bebidas Gatunas,Frappé's Gatunos,,KITKAT FRAPPÉ,,Alimentos y bebidas preparados,20,,,Si,No,Si,,,No,No,18700000,,,
23,Bebidas Gatunas,Frappé's Gatunos,,MARSHMALLOW CHOCOLATE FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,10500000,,,
24,Bebidas Gatunas,Frappé's Gatunos,,MATCHA FRAPPÉ,,Alimentos y bebidas preparados,17,,,Si,No,Si,,,No,No,10800000,,,
75,Bebidas Gatunas,Frappé's Gatunos,,MAZAPÁN FRAPPÉ,,Alimentos y bebidas preparados,17,13.3906,,Si,No,Si,,3.6094,No,No,10900000,,,
25,Bebidas Gatunas,Frappé's Gatunos,,MOKACCINO FRAPPÉ,,Alimentos y bebidas preparados,17,,,Si,No,Si,,,No,No,11200000,,,
638,Bebidas Gatunas,Frappé's Gatunos,,PAN DE MUERTO FRAPPÉ,,Alimentos y bebidas preparados,17,,,Si,No,Si,,,No,No,50500000,,,
76,Bebidas Gatunas,Frappé's Gatunos,,PAY DE LIMÓN FRAPPÉ,,Alimentos y bebidas preparados,17,,,Si,No,Si,,,No,No,12600000,,,
453,Bebidas Gatunas,Frappé's Gatunos,,PIÑACOLADA FRAPPÉ,,Alimentos y bebidas preparados,17,,,Si,No,No,,,No,No,32100000,,,
26,Bebidas Gatunas,Frappé's Gatunos,,PISTACHE FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,13300000,,,
27,Bebidas Gatunas,Frappé's Gatunos,,RED VELVET CHOCOLATE FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,14000000,,,
452,Bebidas Gatunas,Frappé's Gatunos,,ROMPOPE FRAPPÉ,,Alimentos y bebidas preparados,17,,,Si,No,No,,,No,No,32000000,,,
28,Bebidas Gatunas,Frappé's Gatunos,,STRAWBERRY CREAM (FRESA) FRAPPÉ,,Alimentos y bebidas preparados,10,9.06615,,Si,No,Si,,0.93385,No,No,14500000,,,
29,Bebidas Gatunas,Frappé's Gatunos,,TARO FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,14800000,,,
375,Bebidas Gatunas,Frappé's Gatunos,,TARO PURPLE FRAPPÉ,,Alimentos y bebidas preparados,17,,,Si,No,Si,,,No,No,25200000,,,
30,Bebidas Gatunas,Frappé's Gatunos,,VAINILLA FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,15300000,,,
31,Bebidas Gatunas,Frappé's Gatunos,,ZARZA CREMOSA FRAPPÉ,,Alimentos y bebidas preparados,10,,,Si,No,Si,,,No,No,15700000,,,
720,Bebidas Gatunas,Granizados & Chamoyadas,,CEREZA - CHAMOYADA,,Alimentos y bebidas preparados,40,0.438,,Si,No,Si,,39.562,Si,Si,58400000,,,
121,Bebidas Gatunas,Granizados & Chamoyadas,,CEREZA - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,2400000,,,
279,Bebidas Gatunas,Granizados & Chamoyadas,,CHAM DE TAMARINDO,,Alimentos y bebidas preparados,0,,,No,No,Si,,,No,No,16300000,,,
101,Bebidas Gatunas,Granizados & Chamoyadas,CHAM,CHAMOYADA,Bebida refrescante agridulce junto a una paleta de hielo.,Alimentos y bebidas preparados,40,2.335,,No,Si,Si,,37.665,Si,Si,9400000,,,
713,Bebidas Gatunas,Granizados & Chamoyadas,CHAM_14,CHAMOYADA 14 OZ,,Alimentos y bebidas preparados,20,9.9068,,Si,No,Si,,10.0932,No,No,57700000,,,
679,Bebidas Gatunas,Granizados & Chamoyadas,CHAM_!6,CHAMOYADA 16 OZ,,Alimentos y bebidas preparados,45,10.4368,,Si,No,Si,,34.5632,No,No,54600000,,,
719,Bebidas Gatunas,Granizados & Chamoyadas,,FRESA - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,58300000,,,
278,Bebidas Gatunas,Granizados & Chamoyadas,,FRESA SANDÍA - CHAMOYADA,,Alimentos y bebidas preparados,40,1.9988,,Si,No,Si,,38.0012,Si,Si,16200000,,,
718,Bebidas Gatunas,Granizados & Chamoyadas,,FRESA SANDÍA - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,58200000,,,
721,Bebidas Gatunas,Granizados & Chamoyadas,,FRUTOS ROJOS - CHAMOYADA,,Alimentos y bebidas preparados,40,0.438,,Si,No,Si,,39.562,Si,Si,58500000,,,
122,Bebidas Gatunas,Granizados & Chamoyadas,,FRUTOS ROJOS - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,6900000,,,
455,Bebidas Gatunas,Granizados & Chamoyadas,,GRANIZADO 14 OZ (CH),,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,32300000,,,
459,Bebidas Gatunas,Granizados & Chamoyadas,,GRANIZADO 16OZ,,Alimentos y bebidas preparados,10,,,Si,No,No,,,No,No,32700000,,,
123,Bebidas Gatunas,Granizados & Chamoyadas,,GRANIZADO GUAYABA,,Alimentos y bebidas preparados,0,,,No,No,Si,,,No,No,7200000,,,
125,Bebidas Gatunas,Granizados & Chamoyadas,GRAN,GRANIZADO MININO,,Alimentos y bebidas preparados,40,1.84,,Si,Si,Si,,38.16,Si,Si,8900000,,,
133,Bebidas Gatunas,Granizados & Chamoyadas,,GRANIZADO TAMARINDO,,Alimentos y bebidas preparados,0,,,No,No,Si,,,No,No,14600000,,,
124,Bebidas Gatunas,Granizados & Chamoyadas,,KIWI - GRANIZADOS,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,8200000,,,
282,Bebidas Gatunas,Granizados & Chamoyadas,,LIMÓN - CHAMOYADA,,Alimentos y bebidas preparados,40,0.438,,Si,No,Si,,39.562,Si,Si,16600000,,,
717,Bebidas Gatunas,Granizados & Chamoyadas,,LIMÓN - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,58100000,,,
126,Bebidas Gatunas,Granizados & Chamoyadas,,MANDARINA - GRANIZADO,,Alimentos y bebidas preparados,0,,,No,No,Si,,,No,No,9300000,,,
277,Bebidas Gatunas,Granizados & Chamoyadas,,MANGO - CHAMOYADA,,Alimentos y bebidas preparados,40,2.298,,Si,No,Si,,37.702,Si,Si,16100000,,,
127,Bebidas Gatunas,Granizados & Chamoyadas,,MANGO - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,9500000,,,
281,Bebidas Gatunas,Granizados & Chamoyadas,,MARACUYÁ - CHAMOYADA,"Refrescantes, dulces y picositas. Fruta natural, hielo frappé y chamoy con chilito. ¡El antojo perfecto en cada sorbo! 🍧🔥",Alimentos y bebidas preparados,40,0.438,,Si,No,Si,,39.562,Si,Si,16500000,,,
128,Bebidas Gatunas,Granizados & Chamoyadas,,MARACUYÁ - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,10300000,,,
722,Bebidas Gatunas,Granizados & Chamoyadas,,MOJITO - CHAMOYADA,,Alimentos y bebidas preparados,40,0.438,,Si,No,Si,,39.562,Si,Si,58600000,,,
129,Bebidas Gatunas,Granizados & Chamoyadas,,MOJITO - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,11000000,,,
723,Bebidas Gatunas,Granizados & Chamoyadas,,MORA AZUL - CHAMOYADA,,Alimentos y bebidas preparados,40,0.438,,Si,No,Si,,39.562,Si,Si,58700000,,,
130,Bebidas Gatunas,Granizados & Chamoyadas,,MORA AZUL - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,11300000,,,
280,Bebidas Gatunas,Granizados & Chamoyadas,,PEPINO LIMÓN - CHAMOYADA,,Alimentos y bebidas preparados,40,0.438,,Si,No,Si,,39.562,Si,Si,16400000,,,
131,Bebidas Gatunas,Granizados & Chamoyadas,,PEPINO LIMÓN - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,12900000,,,
451,Bebidas Gatunas,Granizados & Chamoyadas,,PIÑA COLADA GRANIZADO,,Alimentos y bebidas preparados,0,,,No,No,Si,,,No,No,31900000,,,
732,Bebidas Gatunas,Granizados & Chamoyadas,,PINK LEMONADE - CHAMOYADA,,Alimentos y bebidas preparados,40,0.438,,Si,No,Si,,39.562,Si,Si,59600000,,,
450,Bebidas Gatunas,Granizados & Chamoyadas,,ROMPOPE - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,31800000,,,
724,Bebidas Gatunas,Granizados & Chamoyadas,,SANDÍA - CHAMOYADA,,Alimentos y bebidas preparados,40,1.9988,,Si,No,Si,,38.0012,Si,Si,58800000,,,
132,Bebidas Gatunas,Granizados & Chamoyadas,,SANDÍA - GRANIZADO,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,14100000,,,
463,Bebidas Gatunas,Granizados & Chamoyadas,,SMOOTHIE FRUTOS ROJOS,,Alimentos y bebidas preparados,60,,,Si,No,Si,,,Si,Si,33100000,,,
644,Bebidas Gatunas,Licuados & Malteadas,,CHILATE,,Alimentos y bebidas preparados,45,,,Si,No,Si,,,No,Si,51100000,,,
118,Bebidas Gatunas,Licuados & Malteadas,,CHOCOBANA LICUADOS,,Alimentos y bebidas preparados,35,,,No,No,Si,,,No,Si,3500000,,,
115,Bebidas Gatunas,Licuados & Malteadas,,CHOCOLATE LICUADOS,,Alimentos y bebidas preparados,35,,,Si,No,Si,,,No,Si,4400000,,,
112,Bebidas Gatunas,Licuados & Malteadas,,CHOCOLATE MALTEADAS,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,4500000,,,
113,Bebidas Gatunas,Licuados & Malteadas,,COOKIES & CREAM MALTEADAS,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,5200000,,,
120,Bebidas Gatunas,Licuados & Malteadas,,FRESA CREMOSA LICUADOS,,Alimentos y bebidas preparados,35,,,Si,No,Si,,,No,Si,6200000,,,
111,Bebidas Gatunas,Licuados & Malteadas,,FRESA MALTEADAS,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,6300000,,,
117,Bebidas Gatunas,Licuados & Malteadas,,FRUTOS ROJOS LICUADOS,,Alimentos y bebidas preparados,35,,,Si,No,Si,,,No,Si,7000000,,,
419,Bebidas Gatunas,Licuados & Malteadas,,LECHE DESLACTOSADA LIGHT,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,28800000,,,
420,Bebidas Gatunas,Licuados & Malteadas,LICU,LICUADO GATUNO,,Alimentos y bebidas preparados,35,,,No,No,Si,,,Si,No,28900000,,,
312,Bebidas Gatunas,Licuados & Malteadas,MAL,MALTEADA GATUNA,,Alimentos y bebidas preparados,65,9.22744,,Si,Si,Si,,55.77256,Si,Si,19500000,,,
408,Bebidas Gatunas,Licuados & Malteadas,SMOT,SMOOTHIE,,Alimentos y bebidas preparados,50,,,No,No,Si,,,Si,Si,27800000,,,
409,Bebidas Gatunas,Licuados & Malteadas,SMO_FR,SMOOTHIE FRESA,,Alimentos y bebidas preparados,60,,,Si,No,Si,,,Si,Si,27900000,,,
653,Bebidas Gatunas,Licuados & Malteadas,SMO_MA,SMOOTHIE MANGO,,Alimentos y bebidas preparados,60,,,Si,No,Si,,,Si,Si,52000000,,,
119,Bebidas Gatunas,Licuados & Malteadas,,VAINIBANANA LICUADOS,,Alimentos y bebidas preparados,37,,,No,No,Si,,,No,Si,15100000,,,
116,Bebidas Gatunas,Licuados & Malteadas,,VAINILLA LICUADOS,,Alimentos y bebidas preparados,30,,,No,No,Si,,,No,Si,15400000,,,
114,Bebidas Gatunas,Licuados & Malteadas,,VAINILLA MALTEADAS,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,15500000,,,
392,Bebidas Gatunas,Licuados & Malteadas,VAQ,Vaquitas,,Alimentos y bebidas preparados,20,6,,No,No,Si,,14,No,Si,26900000,,,
681,Bebidas Gatunas,Mojito,,AMORE MIO - MOJITO,,Alimentos y bebidas preparados,80,,,Si,No,Si,,,No,Si,54800000,,,
682,Bebidas Gatunas,Mojito,,BLUE BUTTERFLY - MOJITO,,Alimentos y bebidas preparados,80,,,Si,No,Si,,,No,Si,54900000,,,
683,Bebidas Gatunas,Mojito,,DALGI - MOJITO,,Alimentos y bebidas preparados,80,,,Si,No,Si,,,No,Si,55000000,,,
684,Bebidas Gatunas,Mojito,,MANGO GO - MOJITO,,Alimentos y bebidas preparados,80,,,Si,No,Si,,,No,Si,55100000,,,
456,Bebidas Gatunas,Refrescos,,ARIZONA,,Alimentos y bebidas preparados,20,14.08,,No,No,Si,12,5.92,No,No,32400000,,,
309,Bebidas Gatunas,Refrescos,,COCA COLA 355ml,,Alimentos y bebidas preparados,25,13,,Si,No,Si,22,12,No,Si,19200000,,,
308,Bebidas Gatunas,Refrescos,,COCA COLA 600 ML,,Alimentos y bebidas preparados,25,18,,No,No,Si,,7,No,Si,19300000,,,
394,Bebidas Gatunas,Refrescos,,MANZANITA DELICIOSA MINI,,Alimentos y bebidas preparados,15,5.63,,No,No,Si,,9.37,No,Si,27100000,,,
391,Bebidas Gatunas,Refrescos,,SANGRIA 400ML,,Alimentos y bebidas preparados,20,,,Si,No,Si,,,No,Si,26800000,,,
83,Bebidas Gatunas,Sodas Explosivas,,BUBALOO - Sodas explosivas,,Alimentos y bebidas preparados,0,5.106,,Si,No,Si,,-5.106,No,No,1400000,,,
403,Bebidas Gatunas,Sodas Explosivas,,CEREZA NEGRA - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,27600000,,,
763,Bebidas Gatunas,Sodas Explosivas,,Cereza - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,Si,62700000,,,
81,Bebidas Gatunas,Sodas Explosivas,,CEREZA - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,2600000,,,
93,Bebidas Gatunas,Sodas Explosivas,,Chicle - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,3200000,,,
82,Bebidas Gatunas,Sodas Explosivas,,CHICLE - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,3300000,,,
304,Bebidas Gatunas,Sodas Explosivas,,CHOCOLATE - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,18800000,,,
449,Bebidas Gatunas,Sodas Explosivas,,DURAZNO - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,Si,31700000,,,
84,Bebidas Gatunas,Sodas Explosivas,,FRAMBUESA - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,6000000,,,
94,Bebidas Gatunas,Sodas Explosivas,,Fresa - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,-39,,No,Si,6600000,,,
85,Bebidas Gatunas,Sodas Explosivas,,FRESA - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,6700000,,,
98,Bebidas Gatunas,Sodas Explosivas,,KIWI - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,8300000,,,
86,Bebidas Gatunas,Sodas Explosivas,,KIWI - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,8400000,,,
99,Bebidas Gatunas,Sodas Explosivas,,LITCHI - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,9100000,,,
87,Bebidas Gatunas,Sodas Explosivas,,LITCHI - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,9200000,,,
96,Bebidas Gatunas,Sodas Explosivas,,MANGO - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,9600000,,,
88,Bebidas Gatunas,Sodas Explosivas,,MANGO - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,9700000,,,
95,Bebidas Gatunas,Sodas Explosivas,,MANZANA VERDE - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,9800000,,,
90,Bebidas Gatunas,Sodas Explosivas,,MANZANA VERDE - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,9900000,,,
91,Bebidas Gatunas,Sodas Explosivas,,MARACUYA - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,10400000,,,
97,Bebidas Gatunas,Sodas Explosivas,,MORA AZUL - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,11400000,,,
89,Bebidas Gatunas,Sodas Explosivas,,MORA AZUL - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,11500000,,,
479,Bebidas Gatunas,Sodas Explosivas,,NEON FRUTOS ROJOS - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,34600000,,,
480,Bebidas Gatunas,Sodas Explosivas,,NEON MANZANA VERDE - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,34700000,,,
481,Bebidas Gatunas,Sodas Explosivas,,NEON MORA AZUL - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,34800000,,,
92,Bebidas Gatunas,Sodas Explosivas,,SANDÍA - Sodas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,14200000,,,
316,Bebidas Gatunas,Sodas Explosivas,SOD,SODA EXPLOSIVA,,Alimentos y bebidas preparados,30,5.11,,Si,Si,Si,,24.89,Si,Si,19800000,,,
100,Bebidas Gatunas,Sodas Explosivas,,YOGURTH - Perlas explosivas,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,Si,15600000,,,
203,Boneless Y Alitas,,AL_CH,ALITAS CH - 250g,,Alimentos y bebidas preparados,99.98,38.82,,Si,Si,Si,,61.16,Si,Si,1100000,,,
328,Boneless Y Alitas,,AL_G,ALITAS G - 500g,,Alimentos y bebidas preparados,189.98,80.55,,Si,Si,Si,,109.43,Si,Si,20900000,,,
406,Boneless Y Alitas,,AL_J,ALITAS J - 1 Kg,,Alimentos y bebidas preparados,299.98,148.975,,Si,Si,Si,,151.005,Si,Si,27700000,,,
202,Boneless Y Alitas,,,ALITAS LEMON PEPPER 270GR,,Alimentos y bebidas preparados,95,,,No,No,No,,,No,No,8800000,,,
326,Boneless Y Alitas,,AL_M,ALITAS M - 370g,,Alimentos y bebidas preparados,149.98,56.115,,Si,Si,Si,,93.865,Si,Si,20600000,,,
286,Boneless Y Alitas,,BO_CH,BONELESS CH - 250g,,Alimentos y bebidas preparados,119.98,72.12854,,Si,Si,Si,,47.85146,Si,Si,17000000,,,
318,Boneless Y Alitas,,BO_G,BONELESS G - 500g,,Alimentos y bebidas preparados,219.98,177.82815,,Si,Si,Si,,42.15185,Si,Si,20000000,,,
405,Boneless Y Alitas,,BO_J,BONELESS J - 1 Kg,,Alimentos y bebidas preparados,394.98,175.80055,,Si,Si,Si,,219.17945,Si,Si,20700000,,,
404,Boneless Y Alitas,,BO_M,BONELESS M - 370g,,Alimentos y bebidas preparados,174.98,65.96805,,Si,Si,Si,,109.01195,Si,Si,17100000,,,
324,Boneless Y Alitas,,,COMBO ALITAS GATO FRIEND ZONE (250gr),,Alimentos y bebidas preparados,125,,,No,No,Si,,,Si,Si,20400000,,,
325,Boneless Y Alitas,,,COMBO ALITAS GATO MIMADO (500gr),,Alimentos y bebidas preparados,250,,,No,No,Si,,,Si,Si,20500000,,,
307,Boneless Y Alitas,,CO_BO250,COMBO BONELESS GATO FRIEND ZONE (250GR),,Alimentos y bebidas preparados,125,43.99305,,No,No,Si,,81.00695,Si,Si,19100000,,,
323,Boneless Y Alitas,,CO_BO500,COMBO BONELESS GATO MIMADO (500gr),,Alimentos y bebidas preparados,250,84.3424,,No,No,Si,,165.6576,Si,Si,20300000,,,
747,Boneless Y Alitas,,TE_5,TENDERS 5 PZ,,Alimentos y bebidas preparados,119.98,66.81564,,Si,No,Si,,53.16436,Si,Si,61100000,,,
461,Boneless Y Alitas,SALSAS BONELESS,,AJO PARMESANO CH,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,32900000,,,
650,Boneless Y Alitas,SALSAS BONELESS,,AJO PARMESANO G,,Alimentos y bebidas preparados,0,71.05,,Si,No,Si,,-71.05,No,No,51700000,,,
426,Boneless Y Alitas,SALSAS BONELESS,,BBQ A LA DIABLA SALSA CH,,Alimentos y bebidas preparados,0,3.48,,Si,No,Si,,-3.48,No,No,29400000,,,
427,Boneless Y Alitas,SALSAS BONELESS,,BBQ A LA DIABLA SALSA G,,Alimentos y bebidas preparados,0,5.22,,No,No,Si,,-5.22,No,Si,29500000,,,
295,Boneless Y Alitas,SALSAS BONELESS,,BBQ CHIPOTLE SALSA CH,,Alimentos y bebidas preparados,0,,Mr Wings,No,No,Si,,,No,No,18000000,,,
330,Boneless Y Alitas,SALSAS BONELESS,,BBQ CHIPOTLE SALSA G,,Alimentos y bebidas preparados,0,,Mr Wings,Si,No,Si,,,No,No,21100000,,,
298,Boneless Y Alitas,SALSAS BONELESS,,BBQ HABANERO SALSA CH,,Alimentos y bebidas preparados,0,4.263,Mr Wings,Si,No,Si,,-4.263,No,No,18300000,,,
331,Boneless Y Alitas,SALSAS BONELESS,,BBQ HABANERO SALSA G,,Alimentos y bebidas preparados,0,6.3945,Mr Wings,Si,No,Si,,-6.3945,No,No,21200000,,,
287,Boneless Y Alitas,SALSAS BONELESS,,BBQ SALSA CH,,Alimentos y bebidas preparados,0,2.9274,Mr Wings,Si,No,Si,,-2.9274,No,No,17200000,,,
332,Boneless Y Alitas,SALSAS BONELESS,,BBQ SALSA G,,Alimentos y bebidas preparados,0,4.3911,Mr Wings,Si,No,Si,,-4.3911,No,No,21300000,,,
369,Boneless Y Alitas,SALSAS BONELESS,,BONELESS LEMON PEPPER CH,,Alimentos y bebidas preparados,0,4.0896,,No,No,Si,,-4.0896,No,No,24600000,,,
370,Boneless Y Alitas,SALSAS BONELESS,,BONELESS LEMON PEPPER G,,Alimentos y bebidas preparados,0,6.1344,,No,No,Si,,-6.1344,No,No,24700000,,,
727,Boneless Y Alitas,SALSAS BONELESS,,BÚFALO CHAMPI SALSA CH,,Alimentos y bebidas preparados,0,3.6946,,Si,No,Si,,-3.6946,No,No,59100000,,,
728,Boneless Y Alitas,SALSAS BONELESS,,BÚFALO CHAMPI SALSA G,,Alimentos y bebidas preparados,0,5.51348,,Si,No,Si,,-5.51348,No,No,59200000,,,
291,Boneless Y Alitas,SALSAS BONELESS,,BÚFALO SALSA CH,,Alimentos y bebidas preparados,0,3.5238,Mr Wings,Si,No,Si,,-3.5238,No,No,17600000,,,
333,Boneless Y Alitas,SALSAS BONELESS,,BÚFALO SALSA G,,Alimentos y bebidas preparados,0,5.2857,Mr Wings,Si,No,Si,,-5.2857,No,No,21400000,,,
290,Boneless Y Alitas,SALSAS BONELESS,,CAJÚN SALSA CH,,Alimentos y bebidas preparados,0,4.2474,Mr Wings,Si,No,Si,,-4.2474,No,No,17500000,,,
334,Boneless Y Alitas,SALSAS BONELESS,,CAJÚN SALSA G,,Alimentos y bebidas preparados,0,6.3711,Mr Wings,Si,No,Si,,-6.3711,No,No,21500000,,,
652,Boneless Y Alitas,SALSAS BONELESS,,CATSUP SIN AZUCAR,,Alimentos y bebidas preparados,0,50,,No,No,No,0,-50,No,No,51900000,,,
288,Boneless Y Alitas,SALSAS BONELESS,,CHINGU TERIYAKI SALSA CH,,Alimentos y bebidas preparados,0,4.1052,Mr Wings,Si,No,Si,,-4.1052,No,No,17300000,,,
335,Boneless Y Alitas,SALSAS BONELESS,,CHINGU TERIYAKI SALSA G,,Alimentos y bebidas preparados,0,6.1578,Mr Wings,Si,No,Si,,-6.1578,No,No,21600000,,,
362,Boneless Y Alitas,SALSAS BONELESS,,FLAMIN HOT SALSA CH,,Alimentos y bebidas preparados,0,3.48,,Si,No,Si,,-3.48,No,No,23900000,,,
366,Boneless Y Alitas,SALSAS BONELESS,,FLAMIN HOT SALSA G,,Alimentos y bebidas preparados,0,5.22,,Si,No,Si,,-5.22,No,No,24300000,,,
