id,nombre_actual,categoria_actual,nombre_propuesto,categoria_propuesta,accion,favorito,precio,n_grupos
463,MOCHI DURAZNO - ROYAL FAMILY,Snacks Gatunos,Mochi Durazno - Royal Family,Snacks,RENOMBRAR,f,95.00,0
464,MOCHI FRAMBUESA - ROYAL F,Snacks Gatunos,Mochi Frambuesa - Royal F,Snacks,RENOMBRAR,f,80.00,0
465,MOCHI FRESA - ROYAL,Snacks Gatunos,Mochi Fresa - Royal,Snacks,RENOMBRAR,f,80.00,0
466,Mochi Japones 6pza,Snacks Gatunos,Mochi Japones 6 Pz,Snacks,RENOMBRAR,f,115.00,0
467,MOCHI MANGO 132g - ROYAL FAMILY,Snacks Gatunos,Mochi Mango 132g - Royal Family,Snacks,RENOMBRAR,f,95.00,0
468,MOCHI NATILLA LIMON - ROYAL,Snacks Gatunos,Mochi Natilla Limon - Royal,Snacks,RENOMBRAR,f,80.00,0
469,MOCHI PAY DE QUESO 180g,Snacks Gatunos,Mochi Pay De Queso 180g,Snacks,RENOMBRAR,f,95.00,0
470,MOCHI TIRAMISUO 180g,Snacks Gatunos,Mochi Tiramisuo 180g,Snacks,RENOMBRAR,f,95.00,0
471,MOCHI VAINILLA 120g,Snacks Gatunos,Mochi Vainilla 120g,Snacks,RENOMBRAR,f,75.00,0
472,MOCHI VAINILLA 180g,Snacks Gatunos,Mochi Vainilla 180g,Snacks,RENOMBRAR,f,95.00,0
473,MUNCHERS - PALOMITAS DE PAPA - 12 PZA,Snacks Gatunos,Munchers - Palomitas De Papa - 12 Pz,Snacks,RENOMBRAR,f,65.00,0
474,MUNCHERS - PALOMITAS DE PAPA - 6 PZA,Snacks Gatunos,Munchers - Palomitas De Papa - 6 Pz,Snacks,RENOMBRAR,f,40.00,0
475,ORIGINAL PEPERO,Snacks Gatunos,Original Pepero,Snacks,RENOMBRAR,f,60.00,0
487,PAPAS FRITAS - CORTE GAJO 270g,Snacks Gatunos,Papas Fritas - Corte Gajo 270g,Snacks,RENOMBRAR,f,50.00,0
488,PAPAS FRITAS - CORTE GAJO 380g,Snacks Gatunos,Papas Fritas - Corte Gajo 380g,Snacks,RENOMBRAR,f,65.00,0
489,PAPAS FRITAS - CORTE GAJO 500g,Snacks Gatunos,Papas Fritas - Corte Gajo 500g,Snacks,RENOMBRAR,f,80.00,0
490,PAPAS FRITAS - CORTE RECTO - CH (170g),Snacks Gatunos,Papas Fritas - Corte Recto - Ch (170g),—(a modificadores)—,CONVERTIR_A_OPCION,t,35.00,1
491,PAPAS FRITAS - CORTE RECTO G (350g),Snacks Gatunos,Papas Fritas - Corte Recto G (350g),—(a modificadores)—,CONVERTIR_A_OPCION,t,55.00,1
492,PAPAS FRITAS - CORTE RECTO J (500g),Snacks Gatunos,Papas Fritas - Corte Recto J (500g),—(a modificadores)—,CONVERTIR_A_OPCION,t,70.00,1
493,PAPAS FRITAS - CORTE RECTO M (270g),Snacks Gatunos,Papas Fritas - Corte Recto M (270g),—(a modificadores)—,CONVERTIR_A_OPCION,t,45.00,1
495,PIZZA M - HAWAIANA,Snacks Gatunos,Pizza M - Hawaiana,Snacks,RENOMBRAR,f,70.00,0
496,PIZZA M - PEPPERONI,Snacks Gatunos,Pizza M - Pepperoni,Snacks,RENOMBRAR,f,70.00,0
499,STRAWBERRY - POCKY 40g,Snacks Gatunos,Strawberry - Pocky 40g,Snacks,RENOMBRAR,f,60.00,0
500,YOUS PUYAGI JELLYS UVA,Snacks Gatunos,Yous Puyagi Jellys Uva,Snacks,RENOMBRAR,f,55.00,0
501,YOUUS PUYANGI ORIGINAL,Snacks Gatunos,Youus Puyangi Original,Snacks,RENOMBRAR,f,44.00,0
